brand,model,vehicleType,gearbox,fuelType,notRepairedDamage,powerPS,kilometer,autoAgeMonths,price
jeep,wrangler,suv,manuell,benzin,nein,121,150000,295,3999
alfa_romeo,159,kombi,manuell,diesel,ja,200,150000,121,3000
audi,a6,kombi,automatik,diesel,nein,286,150000,128,11990
audi,a6,kombi,automatik,benzin,nein,290,150000,87,13990
volkswagen,polo,kleinwagen,manuell,benzin,nein,86,125000,117,4590
audi,a6,limousine,automatik,diesel,nein,179,150000,156,5320
mercedes_benz,c_klasse,kombi,manuell,benzin,ja,163,150000,172,2799
hyundai,i_reihe,kleinwagen,manuell,benzin,nein,77,150000,72,3500
volkswagen,golf,limousine,manuell,benzin,nein,75,150000,293,800
volkswagen,passat,kombi,automatik,diesel,nein,131,150000,173,2999
renault,twingo,kleinwagen,manuell,benzin,nein,58,150000,143,1450
mazda,mx_reihe,cabrio,manuell,benzin,nein,126,90000,70,12250
volkswagen,polo,kleinwagen,manuell,benzin,nein,54,150000,161,1990
volkswagen,golf,limousine,manuell,diesel,nein,105,125000,69,10400
bmw,3er,cabrio,automatik,lpg,nein,231,150000,181,8000
volkswagen,eos,cabrio,manuell,benzin,nein,200,125000,99,13900
mercedes_benz,e_klasse,cabrio,automatik,diesel,nein,204,125000,51,25750
mercedes_benz,e_klasse,kombi,manuell,benzin,ja,136,150000,243,2299
ford,focus,limousine,manuell,benzin,nein,116,90000,192,2500
bmw,x_reihe,limousine,automatik,lpg,ja,286,150000,174,4900
volkswagen,passat,limousine,automatik,benzin,nein,115,125000,117,8900
volkswagen,sharan,bus,manuell,diesel,nein,131,150000,144,6350
mercedes_benz,vito,bus,manuell,diesel,nein,150,150000,143,4850
mazda,6_reihe,kombi,manuell,benzin,nein,90,150000,198,600
ford,focus,kombi,manuell,diesel,nein,136,150000,128,1250
mini,cooper,kleinwagen,manuell,benzin,nein,63,80000,262,666
mercedes_benz,e_klasse,limousine,automatik,benzin,nein,163,125000,144,7850
volkswagen,caddy,bus,manuell,benzin,nein,80,150000,81,5555
mercedes_benz,andere,coupe,manuell,benzin,nein,156,30000,21,26500
kia,picanto,kleinwagen,manuell,benzin,nein,65,100000,80,3500
toyota,corolla,limousine,manuell,benzin,nein,110,20000,127,6100
ford,focus,limousine,manuell,benzin,nein,101,125000,95,5250
bmw,3er,limousine,manuell,benzin,nein,118,150000,207,1900
volkswagen,golf,bus,automatik,benzin,nein,122,125000,81,8990
renault,twingo,kleinwagen,manuell,benzin,nein,58,150000,201,650
bmw,5er,limousine,manuell,benzin,nein,150,150000,300,500
skoda,yeti,suv,manuell,diesel,nein,110,70000,31,16900
ford,mondeo,kombi,manuell,benzin,nein,147,150000,151,1500
volkswagen,golf,limousine,manuell,benzin,nein,260,60000,80,18500
seat,arosa,kleinwagen,manuell,diesel,nein,60,150000,171,1390
renault,andere,bus,manuell,diesel,nein,131,30000,24,18200
fiat,punto,kleinwagen,manuell,benzin,nein,60,150000,130,1900
renault,clio,kombi,manuell,benzin,nein,90,50000,31,12600
kia,sportage,suv,manuell,diesel,nein,184,50000,26,24500
mercedes_benz,clk,coupe,manuell,benzin,nein,170,100000,132,8990
peugeot,3_reihe,kombi,manuell,benzin,nein,88,150000,201,700
mercedes_benz,c_klasse,limousine,automatik,diesel,nein,170,40000,61,18200
renault,laguna,limousine,manuell,benzin,nein,140,80000,98,6490
volkswagen,sharan,bus,manuell,diesel,nein,116,150000,180,2250
nissan,micra,kleinwagen,manuell,benzin,nein,65,90000,98,3990
mazda,3_reihe,limousine,automatik,benzin,nein,95,125000,157,2499
opel,zafira,bus,manuell,benzin,nein,101,150000,198,1199
audi,andere,kombi,automatik,benzin,nein,450,150000,118,28000
audi,a4,kombi,manuell,benzin,nein,130,150000,155,5300
bmw,x_reihe,limousine,manuell,diesel,nein,218,150000,83,18450
audi,100,limousine,manuell,benzin,nein,150,150000,279,1299
audi,a6,kombi,manuell,diesel,ja,179,150000,102,7400
volkswagen,polo,kleinwagen,manuell,benzin,ja,60,60000,219,1550
bmw,5er,limousine,automatik,diesel,nein,184,125000,63,11500
honda,civic,coupe,manuell,benzin,nein,90,150000,134,3590
audi,a6,kombi,automatik,diesel,nein,242,125000,103,17700
mercedes_benz,e_klasse,limousine,manuell,diesel,nein,150,150000,161,4500
bmw,x_reihe,suv,manuell,lpg,nein,232,150000,179,8199
volkswagen,passat,kombi,manuell,diesel,nein,140,150000,102,4800
volkswagen,transporter,bus,manuell,diesel,nein,200,150000,116,5370
kia,andere,limousine,manuell,benzin,nein,88,150000,217,500
audi,a3,coupe,manuell,benzin,nein,160,125000,85,11500
ford,ka,kleinwagen,manuell,benzin,nein,60,150000,178,200
bmw,5er,kombi,manuell,diesel,nein,197,150000,105,12500
fiat,andere,kleinwagen,manuell,benzin,nein,120,60000,88,5581
mercedes_benz,a_klasse,kleinwagen,manuell,benzin,nein,82,150000,159,2500
renault,clio,kleinwagen,manuell,benzin,nein,60,150000,218,849
renault,clio,kleinwagen,manuell,benzin,ja,58,150000,177,700
peugeot,2_reihe,kleinwagen,manuell,benzin,ja,75,150000,292,675
bmw,3er,limousine,automatik,diesel,nein,177,125000,79,6000
opel,zafira,bus,manuell,benzin,nein,125,150000,145,2600
volvo,v40,kombi,manuell,benzin,nein,125,150000,207,1000
suzuki,swift,kleinwagen,manuell,diesel,nein,75,90000,59,7750
ford,galaxy,bus,manuell,diesel,nein,90,150000,230,1300
volkswagen,polo,kleinwagen,manuell,benzin,nein,60,150000,216,795
volkswagen,golf,limousine,manuell,benzin,nein,75,125000,225,1850
volkswagen,passat,kombi,manuell,diesel,nein,140,125000,47,249
audi,a5,coupe,automatik,benzin,nein,265,100000,57,22450
mazda,andere,bus,manuell,benzin,nein,75,150000,167,950
audi,a6,limousine,automatik,benzin,ja,170,150000,148,3900
volkswagen,golf,kleinwagen,manuell,benzin,ja,75,150000,242,150
audi,andere,cabrio,manuell,benzin,nein,115,150000,262,3700
volkswagen,golf,limousine,manuell,diesel,nein,204,125000,77,14990
opel,kadett,kombi,manuell,benzin,ja,75,150000,327,1150
peugeot,2_reihe,kleinwagen,manuell,diesel,nein,68,150000,108,3950
audi,a4,kombi,automatik,diesel,nein,245,30000,11,42900
renault,laguna,kombi,manuell,diesel,nein,150,80000,43,11750
audi,a4,kombi,manuell,diesel,nein,163,150000,130,3500
opel,astra,kombi,manuell,benzin,nein,101,150000,202,1500
jeep,cherokee,suv,automatik,benzin,nein,171,150000,298,3500
seat,ibiza,kleinwagen,manuell,benzin,nein,70,150000,180,1450
mitsubishi,carisma,limousine,manuell,benzin,nein,125,150000,200,600
chevrolet,matiz,kleinwagen,manuell,benzin,nein,67,125000,102,1450
fiat,punto,limousine,manuell,benzin,nein,60,150000,191,899
audi,a6,limousine,automatik,benzin,ja,170,150000,169,2400
volkswagen,golf,limousine,manuell,diesel,nein,105,150000,114,7800
hyundai,i_reihe,suv,manuell,diesel,nein,184,40000,13,24600
mercedes_benz,slk,cabrio,manuell,benzin,nein,163,150000,170,5700
bmw,5er,limousine,automatik,diesel,nein,197,150000,89,15500
seat,ibiza,kleinwagen,manuell,benzin,nein,86,100000,81,5200
bmw,3er,limousine,manuell,benzin,nein,116,125000,139,3400
volkswagen,golf,limousine,automatik,benzin,nein,75,40000,228,5300
volkswagen,golf,kombi,automatik,benzin,nein,150,10000,13,25000
mercedes_benz,sl,cabrio,automatik,benzin,nein,204,125000,210,20700
audi,a6,limousine,manuell,lpg,nein,150,150000,237,1500
renault,megane,cabrio,manuell,benzin,nein,95,150000,192,1450
skoda,yeti,suv,automatik,benzin,nein,122,30000,35,16490
volkswagen,touareg,suv,automatik,diesel,nein,313,125000,150,12500
mercedes_benz,clk,coupe,automatik,benzin,nein,218,150000,215,1600
mazda,rx_reihe,coupe,manuell,benzin,nein,231,150000,110,5500
mercedes_benz,e_klasse,kombi,automatik,benzin,nein,170,150000,200,2250
bmw,3er,kombi,automatik,diesel,nein,163,150000,116,8200
volkswagen,scirocco,coupe,automatik,benzin,nein,265,90000,53,24599
fiat,andere,bus,manuell,diesel,nein,120,150000,69,6900
opel,astra,coupe,manuell,benzin,nein,116,150000,191,1200
mercedes_benz,e_klasse,limousine,manuell,diesel,nein,95,150000,239,1800
volkswagen,transporter,bus,manuell,diesel,nein,102,150000,207,4999
bmw,1er,limousine,manuell,benzin,nein,116,125000,107,7350
volkswagen,golf,kleinwagen,manuell,benzin,nein,75,150000,205,1600
fiat,punto,kleinwagen,manuell,benzin,nein,60,80000,171,1299
volkswagen,golf,kleinwagen,manuell,benzin,nein,75,150000,249,899
ford,ka,kleinwagen,manuell,benzin,nein,60,150000,182,950
skoda,octavia,kombi,manuell,diesel,nein,184,40000,23,25500
bmw,3er,cabrio,manuell,benzin,nein,170,150000,180,6999
saab,andere,coupe,manuell,lpg,nein,131,150000,199,1950
volkswagen,golf,kleinwagen,manuell,benzin,nein,75,150000,222,1450
audi,a3,limousine,manuell,benzin,nein,122,40000,36,20400
citroen,berlingo,bus,manuell,diesel,nein,90,150000,192,1850
audi,a6,limousine,automatik,diesel,nein,225,150000,137,11499
ford,fiesta,kleinwagen,manuell,benzin,nein,60,150000,148,2250
mitsubishi,colt,limousine,manuell,diesel,nein,95,150000,106,3960
bmw,3er,limousine,manuell,benzin,nein,102,150000,229,1150
bmw,x_reihe,limousine,automatik,benzin,nein,150,70000,72,16500
volkswagen,sharan,bus,manuell,benzin,ja,174,150000,237,1500
skoda,fabia,kleinwagen,manuell,benzin,nein,60,70000,73,5999
volkswagen,golf,kleinwagen,manuell,benzin,nein,90,150000,328,1650
toyota,rav,suv,manuell,benzin,nein,150,100000,133,6299
mercedes_benz,c_klasse,kombi,manuell,benzin,ja,122,150000,210,800
mazda,cx_reihe,suv,manuell,diesel,nein,175,30000,37,26900
volkswagen,caddy,bus,manuell,diesel,nein,140,150000,70,9500
ford,fusion,kleinwagen,manuell,benzin,nein,80,150000,139,1790
skoda,octavia,limousine,manuell,benzin,ja,100,80000,183,2500
volkswagen,passat,limousine,automatik,diesel,nein,140,150000,118,5350
opel,astra,limousine,manuell,benzin,nein,75,150000,197,1300
volkswagen,transporter,bus,manuell,diesel,nein,140,150000,55,11990
audi,a4,kombi,manuell,benzin,nein,163,150000,163,4190
hyundai,getz,kleinwagen,manuell,benzin,nein,63,150000,124,2250
ford,mondeo,kombi,manuell,diesel,nein,90,150000,200,650
volkswagen,polo,kleinwagen,manuell,diesel,nein,75,150000,144,2400
renault,megane,coupe,manuell,benzin,nein,107,125000,169,2299
bmw,3er,kombi,automatik,diesel,nein,184,100000,42,23900
volkswagen,transporter,bus,manuell,diesel,nein,77,150000,255,5000
opel,tigra,cabrio,manuell,benzin,ja,90,100000,126,1450
alfa_romeo,147,limousine,manuell,diesel,nein,150,150000,130,2400
mazda,6_reihe,limousine,manuell,diesel,nein,136,150000,157,1900
mercedes_benz,a_klasse,limousine,manuell,benzin,nein,95,20000,106,9950
audi,a6,limousine,automatik,diesel,nein,179,150000,190,3499
audi,a1,kleinwagen,manuell,diesel,nein,105,60000,65,12750
mazda,rx_reihe,coupe,manuell,benzin,nein,192,90000,131,4990
volkswagen,golf,limousine,automatik,benzin,ja,102,50000,110,9450
fiat,andere,limousine,manuell,benzin,nein,113,125000,223,1000
nissan,micra,kleinwagen,manuell,benzin,ja,54,150000,236,250
mercedes_benz,clk,coupe,automatik,benzin,nein,170,50000,163,6900
opel,vectra,limousine,manuell,benzin,nein,101,150000,169,1500
volkswagen,golf,limousine,manuell,benzin,nein,85,150000,184,1799
audi,a3,limousine,manuell,benzin,nein,150,125000,175,4200
mercedes_benz,b_klasse,bus,automatik,diesel,nein,109,125000,122,8200
toyota,yaris,kleinwagen,manuell,benzin,nein,101,10000,68,7800
volkswagen,golf,limousine,manuell,benzin,nein,122,125000,82,7650
dacia,logan,kombi,manuell,diesel,nein,86,150000,75,3999
bmw,3er,kleinwagen,manuell,benzin,nein,111,150000,218,1500
citroen,andere,kleinwagen,manuell,benzin,nein,55,150000,170,699
mercedes_benz,c_klasse,kombi,automatik,benzin,nein,163,150000,177,2999
audi,andere,cabrio,manuell,benzin,nein,174,150000,229,4500
opel,vectra,limousine,manuell,benzin,nein,71,150000,260,999
mercedes_benz,clk,coupe,automatik,benzin,nein,197,150000,188,2000
mercedes_benz,a_klasse,limousine,manuell,diesel,nein,60,150000,190,800
bmw,3er,coupe,automatik,diesel,nein,197,150000,91,16950
ford,focus,kombi,manuell,benzin,ja,131,150000,155,1750
volkswagen,polo,kleinwagen,manuell,benzin,nein,69,60000,72,6900
bmw,5er,kombi,automatik,diesel,nein,184,50000,52,28600
volkswagen,golf,limousine,manuell,benzin,nein,80,80000,86,8900
chevrolet,andere,limousine,manuell,benzin,nein,113,80000,79,6200
volkswagen,up,kleinwagen,automatik,benzin,nein,60,5000,34,9900
mitsubishi,colt,limousine,manuell,benzin,nein,75,150000,113,2580
peugeot,2_reihe,cabrio,manuell,benzin,nein,120,80000,61,10999
skoda,fabia,kombi,manuell,benzin,nein,116,150000,137,2500
ford,fiesta,kleinwagen,manuell,benzin,nein,75,150000,201,1500
mazda,mx_reihe,cabrio,manuell,benzin,nein,140,150000,207,3600
volkswagen,polo,kleinwagen,manuell,benzin,nein,75,150000,154,3300
audi,a8,limousine,automatik,diesel,nein,233,150000,124,9500
volkswagen,golf,limousine,manuell,benzin,nein,211,90000,74,14990
volkswagen,passat,kombi,manuell,diesel,nein,170,150000,98,9500
bmw,5er,limousine,automatik,diesel,nein,272,150000,116,12200
bmw,3er,limousine,manuell,benzin,nein,116,125000,168,3450
audi,80,limousine,manuell,benzin,nein,116,150000,260,1200
citroen,c1,kleinwagen,manuell,benzin,nein,68,150000,108,2850
renault,megane,cabrio,manuell,benzin,nein,113,125000,137,3999
bmw,3er,coupe,manuell,benzin,nein,118,150000,175,2850
volkswagen,sharan,bus,automatik,diesel,nein,140,70000,61,12900
audi,a4,kombi,manuell,diesel,nein,190,150000,73,17499
daewoo,kalos,kleinwagen,manuell,benzin,nein,72,50000,96,2600
opel,vectra,limousine,manuell,benzin,nein,116,125000,196,2300
mercedes_benz,slk,cabrio,automatik,benzin,nein,204,30000,54,27900
mitsubishi,carisma,limousine,manuell,benzin,nein,125,60000,203,1999
bmw,1er,limousine,automatik,benzin,nein,170,100000,105,11200
audi,tt,coupe,manuell,benzin,ja,385,125000,114,21000
seat,leon,limousine,manuell,diesel,nein,150,150000,150,3600
opel,astra,limousine,manuell,benzin,nein,101,150000,211,1550
mercedes_benz,vito,bus,manuell,diesel,nein,116,150000,76,10750
opel,omega,kombi,automatik,diesel,nein,131,150000,190,999
bmw,1er,limousine,manuell,benzin,nein,116,70000,110,8900
volkswagen,golf,limousine,manuell,benzin,nein,80,80000,83,8499
smart,fortwo,kleinwagen,automatik,benzin,nein,54,150000,188,1500
bmw,3er,kombi,automatik,diesel,nein,245,150000,85,22000
audi,a4,limousine,manuell,diesel,nein,131,150000,141,2855
jaguar,andere,coupe,automatik,benzin,nein,416,125000,112,22750
bmw,1er,limousine,manuell,benzin,nein,170,80000,53,15219
opel,corsa,kleinwagen,manuell,benzin,nein,54,150000,220,750
volkswagen,golf,limousine,manuell,benzin,nein,110,10000,22,16500
volkswagen,polo,kleinwagen,manuell,benzin,ja,60,150000,180,700
audi,a4,kombi,automatik,diesel,nein,143,150000,55,13650
volkswagen,polo,kleinwagen,manuell,benzin,nein,75,150000,144,4800
volkswagen,golf,limousine,automatik,benzin,nein,101,150000,209,750
volkswagen,golf,limousine,manuell,benzin,nein,75,150000,238,2100
peugeot,3_reihe,cabrio,manuell,benzin,nein,140,90000,116,5950
mercedes_benz,g_klasse,suv,automatik,diesel,nein,120,150000,205,21500
volkswagen,transporter,bus,manuell,diesel,nein,131,150000,107,14900
smart,forfour,kleinwagen,manuell,benzin,nein,109,150000,119,2700
bmw,5er,kombi,automatik,diesel,nein,204,100000,62,24490
volkswagen,touareg,suv,manuell,diesel,nein,174,150000,116,8400
volkswagen,polo,kleinwagen,manuell,benzin,nein,60,125000,180,990
volvo,v50,kombi,automatik,diesel,nein,136,150000,82,8450
renault,megane,cabrio,manuell,diesel,nein,131,150000,130,2990
renault,r19,cabrio,manuell,benzin,nein,90,150000,286,850
mercedes_benz,c_klasse,kombi,automatik,benzin,ja,193,150000,213,900
renault,clio,kleinwagen,manuell,benzin,nein,55,90000,156,2450
audi,andere,limousine,manuell,benzin,nein,209,150000,197,5500
opel,calibra,coupe,manuell,benzin,nein,150,150000,283,990
opel,vectra,limousine,manuell,benzin,nein,101,150000,211,590
saab,andere,limousine,manuell,benzin,nein,170,150000,199,3500
bmw,3er,cabrio,manuell,benzin,nein,116,30000,229,9970
audi,a3,kombi,manuell,diesel,nein,140,90000,95,10990
peugeot,1_reihe,kleinwagen,manuell,benzin,nein,68,125000,109,2400
bmw,1er,limousine,automatik,diesel,nein,143,125000,94,7000
bmw,m_reihe,limousine,manuell,benzin,nein,320,40000,28,33990
renault,scenic,bus,automatik,benzin,nein,113,150000,132,1700
volkswagen,tiguan,suv,manuell,diesel,nein,140,150000,78,12450
ford,escort,kombi,manuell,benzin,nein,75,150000,218,850
mazda,5_reihe,bus,manuell,benzin,nein,116,125000,120,5000
fiat,500,kleinwagen,manuell,benzin,nein,69,90000,94,5400
bmw,3er,limousine,manuell,benzin,nein,150,150000,127,7500
opel,astra,cabrio,manuell,benzin,nein,105,125000,114,5800
hyundai,andere,coupe,manuell,benzin,nein,167,150000,156,1900
citroen,andere,bus,automatik,diesel,nein,109,90000,79,9500
ford,mondeo,kombi,manuell,diesel,nein,140,90000,42,13900
nissan,micra,kleinwagen,manuell,benzin,nein,54,150000,206,777
bmw,3er,kombi,manuell,diesel,nein,163,150000,115,6999
citroen,andere,bus,manuell,diesel,nein,101,150000,90,2950
opel,insignia,limousine,automatik,diesel,nein,194,70000,45,17900
mitsubishi,lancer,limousine,manuell,diesel,nein,140,125000,70,8650
mercedes_benz,c_klasse,kombi,automatik,diesel,nein,170,125000,86,13200
volkswagen,golf,cabrio,manuell,benzin,nein,101,150000,210,3100
peugeot,2_reihe,kleinwagen,manuell,benzin,nein,95,70000,53,5890
bmw,5er,limousine,automatik,diesel,nein,218,150000,140,6500
renault,scenic,bus,manuell,diesel,nein,131,150000,103,2290
toyota,andere,kleinwagen,manuell,benzin,nein,68,125000,77,3990
renault,twingo,kleinwagen,manuell,benzin,nein,58,150000,186,750
volkswagen,golf,limousine,manuell,benzin,nein,75,150000,154,2199
opel,astra,limousine,automatik,benzin,nein,147,125000,177,1499
renault,clio,kleinwagen,manuell,benzin,nein,54,90000,253,849
mercedes_benz,c_klasse,limousine,manuell,benzin,nein,122,150000,223,280
suzuki,swift,kleinwagen,manuell,benzin,nein,92,150000,125,2000
dacia,sandero,kleinwagen,manuell,benzin,nein,84,40000,45,7900
mercedes_benz,c_klasse,limousine,manuell,benzin,nein,122,150000,252,800
peugeot,4_reihe,suv,automatik,diesel,nein,156,100000,73,15950
ford,ka,kleinwagen,manuell,benzin,nein,69,90000,81,3450
audi,a6,limousine,manuell,benzin,nein,177,125000,141,9500
mercedes_benz,a_klasse,limousine,automatik,benzin,nein,102,80000,195,2050
volvo,xc_reihe,suv,manuell,diesel,nein,163,150000,143,5500
seat,alhambra,bus,manuell,diesel,nein,116,150000,132,4500
opel,meriva,bus,manuell,benzin,nein,120,30000,22,13990
volkswagen,golf,kleinwagen,manuell,benzin,nein,75,150000,213,750
volkswagen,polo,kleinwagen,manuell,benzin,ja,55,150000,247,222
volkswagen,touran,bus,manuell,diesel,nein,101,150000,141,4200
ford,focus,kombi,manuell,diesel,ja,101,150000,144,1000
volkswagen,touran,bus,manuell,diesel,nein,140,150000,125,5400
bmw,5er,limousine,manuell,benzin,nein,150,150000,223,2500
audi,a4,limousine,manuell,benzin,nein,163,150000,146,6500
volkswagen,golf,kombi,manuell,benzin,ja,105,150000,153,2100
mercedes_benz,c_klasse,limousine,automatik,benzin,nein,122,125000,257,1500
volkswagen,transporter,bus,automatik,lpg,nein,140,150000,217,10500
bmw,3er,coupe,manuell,benzin,nein,140,150000,222,2999
volkswagen,golf,limousine,manuell,benzin,nein,211,90000,66,16800
volkswagen,passat,kombi,manuell,diesel,nein,140,150000,95,5300
volkswagen,golf,limousine,automatik,benzin,nein,230,150000,97,12800
mercedes_benz,s_klasse,limousine,manuell,benzin,nein,150,150000,600,11999
nissan,navara,andere,manuell,diesel,ja,133,150000,153,2500
volkswagen,transporter,bus,automatik,diesel,ja,180,125000,59,22000
bmw,5er,limousine,automatik,diesel,nein,218,150000,145,8290
peugeot,1_reihe,kleinwagen,manuell,benzin,nein,75,150000,282,500
bmw,3er,andere,manuell,benzin,nein,192,150000,177,3300
ford,fiesta,kleinwagen,manuell,diesel,nein,90,150000,133,2750
renault,clio,kleinwagen,manuell,benzin,nein,58,150000,100,1000
bmw,3er,cabrio,automatik,benzin,nein,231,150000,168,6200
volkswagen,golf,kombi,manuell,benzin,nein,110,20000,17,18500
ford,ka,kleinwagen,manuell,benzin,nein,60,125000,124,985
audi,a4,kombi,manuell,diesel,nein,170,150000,94,7250
opel,vectra,limousine,manuell,benzin,nein,116,150000,217,300
volkswagen,polo,kleinwagen,manuell,benzin,nein,75,125000,147,3600
renault,megane,kombi,manuell,diesel,ja,98,150000,194,350
volkswagen,passat,kombi,manuell,diesel,nein,105,150000,109,5150
audi,tt,cabrio,automatik,benzin,nein,55,150000,155,5500
opel,astra,limousine,manuell,benzin,nein,101,150000,180,1590
mercedes_benz,cl,coupe,automatik,benzin,nein,367,150000,176,8700
opel,astra,kombi,manuell,benzin,nein,75,150000,206,599
ford,andere,kombi,manuell,diesel,nein,90,150000,157,4200
audi,q7,suv,automatik,diesel,nein,239,60000,76,14000
mercedes_benz,slk,cabrio,manuell,benzin,nein,193,150000,199,5250
opel,andere,bus,manuell,benzin,nein,141,150000,220,2555
renault,kangoo,bus,manuell,benzin,nein,75,150000,108,3099
mercedes_benz,e_klasse,coupe,manuell,benzin,nein,184,60000,64,19990
bmw,3er,limousine,manuell,benzin,nein,118,150000,204,1300
bmw,x_reihe,suv,automatik,diesel,nein,235,125000,100,22400
volkswagen,touran,bus,manuell,benzin,nein,105,10000,13,17350
mercedes_benz,sl,cabrio,automatik,benzin,nein,185,150000,527,9500
opel,astra,limousine,manuell,benzin,nein,115,125000,69,6600
jeep,cherokee,suv,automatik,benzin,nein,211,150000,170,4500
volkswagen,golf,limousine,manuell,benzin,nein,170,150000,120,7000
lada,andere,limousine,manuell,benzin,nein,60,5000,280,7300
citroen,berlingo,bus,manuell,diesel,nein,90,150000,114,5200
saab,900,coupe,manuell,benzin,ja,185,150000,244,500
ford,mondeo,kombi,manuell,benzin,nein,145,150000,183,750
seat,leon,coupe,manuell,diesel,nein,150,150000,151,3500
opel,corsa,kleinwagen,manuell,benzin,nein,60,80000,84,3950
volkswagen,golf,limousine,automatik,benzin,ja,101,125000,142,2750
ford,focus,limousine,manuell,benzin,nein,101,125000,95,3990
toyota,aygo,kleinwagen,manuell,benzin,nein,68,20000,28,6799
porsche,911,coupe,manuell,benzin,nein,320,80000,157,43000
opel,astra,limousine,manuell,benzin,nein,84,150000,147,2050
nissan,andere,limousine,manuell,benzin,ja,75,150000,279,350
opel,corsa,kleinwagen,manuell,benzin,nein,90,150000,93,3350
opel,corsa,kleinwagen,manuell,benzin,nein,69,100000,73,4700
fiat,punto,kleinwagen,manuell,benzin,nein,80,125000,175,599
bmw,1er,coupe,manuell,diesel,nein,204,60000,52,20400
volkswagen,passat,kombi,automatik,diesel,nein,170,150000,103,3799
jaguar,s_type,limousine,manuell,benzin,ja,238,150000,192,1600
honda,jazz,bus,manuell,benzin,nein,82,150000,163,2190
opel,vectra,kombi,manuell,diesel,nein,184,150000,92,5800
skoda,fabia,kombi,manuell,benzin,nein,105,40000,27,13000
volkswagen,polo,kleinwagen,manuell,benzin,ja,60,150000,184,800
audi,a4,limousine,automatik,benzin,nein,165,150000,221,800
mazda,cx_reihe,suv,automatik,diesel,nein,175,5000,2,33990
volkswagen,transporter,bus,automatik,diesel,nein,174,125000,104,17990
volkswagen,sharan,andere,manuell,benzin,ja,116,100000,242,500
bmw,5er,kombi,manuell,benzin,nein,170,150000,211,1550
ford,focus,limousine,manuell,benzin,nein,226,150000,120,9000
audi,a4,kombi,manuell,benzin,nein,131,150000,166,3795
mercedes_benz,a_klasse,limousine,manuell,benzin,nein,82,150000,200,600
bmw,5er,limousine,automatik,diesel,nein,163,150000,101,9000
bmw,3er,limousine,manuell,diesel,nein,163,150000,120,6290
mercedes_benz,vito,bus,manuell,diesel,ja,136,90000,48,11500
bmw,3er,limousine,automatik,diesel,nein,177,125000,84,17000
audi,a6,kombi,automatik,diesel,ja,179,150000,121,5950
audi,a4,limousine,manuell,diesel,nein,143,150000,78,14999
bmw,3er,limousine,manuell,diesel,ja,116,150000,166,1800
opel,astra,coupe,manuell,benzin,nein,90,70000,83,8199
alfa_romeo,156,kombi,manuell,diesel,nein,175,150000,150,750
mazda,andere,bus,manuell,diesel,nein,107,150000,148,1750
honda,civic,limousine,manuell,benzin,nein,140,150000,122,5999
volkswagen,passat,kombi,manuell,diesel,nein,150,150000,176,1800
toyota,avensis,kombi,automatik,benzin,nein,152,125000,82,11900
mercedes_benz,andere,kombi,manuell,benzin,nein,136,150000,377,4199
volkswagen,golf,kleinwagen,manuell,benzin,nein,75,150000,200,900
volkswagen,golf,kleinwagen,manuell,benzin,nein,75,150000,202,1000
mercedes_benz,a_klasse,limousine,manuell,benzin,ja,102,100000,166,2100
alfa_romeo,147,limousine,manuell,benzin,nein,120,100000,129,3500
ford,fiesta,kleinwagen,manuell,benzin,nein,60,150000,136,2700
fiat,andere,cabrio,manuell,benzin,nein,131,80000,228,1999
volkswagen,golf,limousine,automatik,benzin,nein,211,90000,71,17890
audi,a4,limousine,automatik,benzin,nein,131,150000,156,3490
volkswagen,golf,kombi,manuell,benzin,nein,115,150000,177,2000
mercedes_benz,a_klasse,limousine,automatik,benzin,nein,102,90000,169,2900
suzuki,grand,suv,manuell,diesel,nein,129,150000,86,6750
mercedes_benz,clk,coupe,automatik,benzin,ja,136,150000,193,600
volkswagen,polo,kleinwagen,manuell,benzin,nein,60,150000,238,1050
volkswagen,golf,limousine,manuell,benzin,nein,86,10000,17,14500
volkswagen,polo,kleinwagen,manuell,benzin,nein,55,150000,154,1299
kia,sportage,suv,automatik,diesel,nein,136,70000,49,17900
audi,a4,kombi,automatik,diesel,nein,180,150000,99,7800
audi,a5,cabrio,automatik,diesel,nein,190,150000,64,18900
volkswagen,passat,kombi,automatik,diesel,nein,170,100000,50,20500
audi,a4,kombi,manuell,diesel,nein,143,150000,70,11989
mazda,3_reihe,limousine,manuell,benzin,nein,73,125000,218,690
audi,a3,cabrio,manuell,benzin,nein,160,80000,85,15480
toyota,aygo,kleinwagen,manuell,benzin,nein,68,70000,50,4850
mitsubishi,andere,coupe,manuell,benzin,nein,140,150000,223,850
renault,twingo,kleinwagen,manuell,benzin,nein,60,150000,200,800
mazda,3_reihe,limousine,manuell,benzin,nein,88,150000,226,900
audi,andere,kleinwagen,manuell,benzin,nein,333,30000,19,28600
ford,focus,kombi,manuell,diesel,nein,109,150000,115,3995
volkswagen,polo,kleinwagen,manuell,benzin,nein,86,50000,73,8500
mini,cooper,kleinwagen,automatik,benzin,nein,116,150000,164,3290
volkswagen,transporter,bus,manuell,diesel,ja,75,150000,213,2500
fiat,500,kleinwagen,manuell,benzin,nein,69,30000,23,8500
mercedes_benz,e_klasse,kombi,automatik,benzin,nein,184,100000,71,18700
volkswagen,golf,kleinwagen,manuell,diesel,ja,105,150000,92,4000
opel,corsa,kleinwagen,manuell,benzin,nein,65,150000,208,500
